Restaurant,Cuisine,Rating,PriceRange,Value,Tried,Thoughts,Would I Return,Website,Phone,address,neighborhood,Location,Latitude,Longitude
Dinosaur BBQ,bbq,5,$$,not bad if you split family bbq,"family dining: $70 for 1 lb beef brisket, 3 sides(mac and cheese, beans and pork, bbq fried rice), whole rack of ribs, 1 whole chicken (bbq), and honey hush cornbread",fried rice was the worst thing i've ever had.  i'm mad sean convinced me to eat the 2 bites i had of it.  what a waste of stomach space.  all meat was good (brisket was fatty).  didnt care for the sides.  corn bread was nothing special,maybe,http://www.dinobbq.com/,(347) 429-7030,604 Union St,Park Slope,Brooklyn,40.677665,-73.984005
BenjYehuda,mediterranean,5,$,average,"chicken box on salad w/everything but onions, falafel bag, ","falafel was great, chicken box was great -- got too much cucumber salad",maybe,http://www.benjyehuda.com,(312) 408-2365,212 W Van Buren St,Printer's Row,Chicago,41.876898,-87.634206
BenjYehuda,mediterranean,5,$,average,"chicken box on salad w/everything but onions, falafel bag, ","falafel was great, chicken box was great -- got too much cucumber salad",maybe,http://www.benjyehuda.com/,(312) 726-9653,10 S La Salle St,Haymarket,Chicago,41.881559,-87.632706
BenjYehuda,mediterranean,5,$,average,"chicken box on salad w/everything but onions, falafel bag, ","falafel was great, chicken box was great -- got too much cucumber salad",maybe,http://www.benjyehuda.com,(773) 697-3966,2485 N Clark St,Lincoln Park,Chicago,41.92777,-87.641579
Prosperity Dumplings,chinese (dumplings),5,$,what a deal,boiled pork and chive,"tastes like home, but they cheat using fatty meat",maybe,http://www.prosperitydumpling.com,(212) 228-0988,69 Clinton St,Downtown,New York,40.719326,-73.98507
Jerry Remy's Sports Bar & Grill,sports bar,5,$$,fair,"lobster roll, green beans side","lobster roll was awesome, green beans sucked",maybe,http://www.jerryremysseaport.com,(617) 567-5379,Terminal C,Jeffries Point,Boston,42.366154,-71.016612
Jerry Remy's Sports Bar & Grill,sports bar,5,$$,fair,"lobster roll, green beans side","lobster roll was awesome, green beans sucked",maybe,http://www.massport.com/logan-airport/inside-airport/Terminals/TerminalC.aspx,(617) 567-5379,1 Harborside Dr,Jeffries Point,Boston,42.365776,-71.01905
Pizza By Certe,lunch,5,$,pricey,"italian wedding, farmers, mushroom, veggie on quinoa, bolognese, san francisco","italian wedding is meh, farmers is super light, love the veggie, mushroom is pretty good, bolognese is pretty good.  love the san francisco",maybe,http://www.certenyc.com,(212) 813-2020,132 E 56th St,Lenox Hill,New York,40.76039,-73.970016
Jerry Remy's Sports Bar & Grill,sports bar,5,$$,fair,"lobster roll, green beans side","lobster roll was awesome, green beans sucked",maybe,http://www.jerryremys.com,(617) 236-7369,1265 Boylston St,Kenmore,Boston,42.345222,-71.09626
Il Laboratorio del Gelato,ice cream,5,$,expensive,don't remember what I got,good,maybe,http://www.laboratoriodelgelato.com/,(212) 343-9922,188 Ludlow St,Lower East Side,New York,40.722199,-73.987212
Caracas Arepa Bar,latin american (arepas),5,$$,got from take out...no tip! wooot.  kind of pricey otherwise b/c sandwich is small,de pabellon; leek jardinera,"veggie one was really flavorful; liked the crunchy corn bun; beef one good, but not as flavorful; yellow sauce really good",maybe,http://www.caracasarepabar.com/brooklyn.php,(212) 529-2314,291 Grand St, ,New York,40.713105,-73.957449
Prosperity Dumplings,chinese (dumplings),5,$,what a deal,boiled pork and chive,"tastes like home, but they cheat using fatty meat",maybe,http://prosperitydumpling.com,(212) 343-0683,46 Eldridge St, ,New York,40.715886,-73.993116
Atlantic Fish Company,seafood,5,$$$$,slightly worse than NYC ,"seabass and lobster ravioli, crabcake","crabcake was phenomenol -- almost all crab, not very oily; seabass and lobster ravioli was good but nothing special and kind of disappointing; service was good; toasted bread was amazing (toast with salt + pepper, olive oil, brown sugar",maybe,http://www.atlanticfishco.com,(617) 267-4000,761 Boylston St,Prudential,Boston,42.349171,-71.081138
Seoul Restaurant,korean,5,$$,fair,Seafood pot/stew,"eh it was not bad.  big portions, but soup flavor was lacking a little",maybe,http://www.seoulfoodboston.com,(617) 973-6680,156 Cambridge St,Beacon Hill,Boston,42.361129,-71.064755
Min Ga,korean,5,$$,average,"beef casserole, dolsot bibimbap, F12 (beef soup), grilled mackerel","portions kind of small, not much meat in squid/casserole, casserole soup not as good.  mackerl was meh.  bibimbap didn't have enough veggies etc, but rice was nicely heated.  mackerel was meh",maybe,http://www.min-ga.com,(919) 933-1773,116 Old Durham Rd, ,Chapel Hill,35.944057,-79.011225
Xoco,Mexican,5,$$,pricey,"tortas: short rib, steak, mushroom, baja chicken; churros, seafood caldo, chicken pozole caldo; limonada",add sparkling water to the limonada!!; tortas were disappointing...maybe expectations were too high but it felt skimpy on the stuffings,only for the lemonade,http://www.rickbayless.com/restaurants/xoco.html,(312) 334-3688,449 N Clark St,Near North Side,Chicago,41.890595,-87.630932
Xoco,Mexican,5,$$,pricey,"tortas: short rib, steak, mushroom, baja chicken; churros, seafood caldo, chicken pozole caldo; limonada",add sparkling water to the limonada!!; tortas were disappointing...maybe expectations were too high but it felt skimpy on the stuffings,only for the lemonade,http://www.rickbayless.com/restaurants/xoco/,(872) 829-3821,1471 N Milwaukee Ave,West and Near West Side,Chicago,41.908729,-87.674506
Nana's,american,5,$$$,"avg nyc, pricey in NC","shrimp risotto, monkfish, 2 other fishes","nothing exciting, but all very solid.  server was an idiot.  i ordered an entree and 3 apps for the table, then he asked mom what she'd like to start with",maybe b/c it's durham,http://www.nanasdurham.com,(919) 493-8545,2514 University Dr,Rockwood,Durham,35.974052,-78.924815
Nana's,american,5,$$$,"avg nyc, pricey in NC","shrimp risotto, monkfish, 2 other fishes","nothing exciting, but all very solid.  server was an idiot.  i ordered an entree and 3 apps for the table, then he asked mom what she'd like to start with",maybe b/c it's durham,http://www.nanasdurham.com,(919) 493-8545,2514 University Dr,Rockwood,Durham,35.974052,-78.924815
Cochon,cajun/creole,5,$$$,"expensive for the south, NYC average","charbroiled oysters, rabbit and dumplings, bread pudding, boudin","boudin (fried pork balls) bit bland; rabbit and dumplings was very good, loved the ""dumplings""; bread pudding was heavy; sorbet on top was great; loved the oysters",maybe,http://www.cochonrestaurant.com,(504) 588-2123,930 Tchoupitoulas St,East Bank,New Orleans,29.942455,-90.067397
Niu Noodle House,ramen,5,$$,overpriced,"Dumplings, standard noodle bowl ","Dumplings/shaomai overpriced and suckedRamen not bad",good but not worth returning,http://www.niunoodleny.com/,(212) 488-9888,15 Greenwich Ave,Downtown,New York,40.734348,-73.999986
Xi'an Famous Foods,chinese (spicy),5,$,cheap,spicy cumin lamb burger;  Spicy Cumin Lamb Hand-Ripped Noodles,"noodles had v. little lamb; both really spicy, lots of oil in noodles",maybe too spicy for me,http://www.xianfoods.com,(212) 786-2068,81 Saint Marks Pl,Lower East Side,New York,40.727818,-73.985517
Desi Galli,indian,5,$,pretty good,"puri puri, Palak Patte Ki Chaat, Aloo and Paneer Tikki Roll, Seekh Kebab Roll","potato and egg roll was so spicy--but delicious; puri puri was meh--the cups were stale, i liked sonya's austrailian lamb one better; palak chaat was good",maybe,http://desi-galli.com,(212) 683-2292,101 Lexington Ave,Midtown South,New York,40.742146,-73.982645
Xe May Sandwich Shop,Sandwich,5,$,Pricey sandwich vs bahn mi in chinatown...,Lambretta,"really good, but sandwich felt a little skimpy on the stuffing for the price.",only to try the mean green,http://xemaysandwich.com/,(212) 388-1688,96 Saint Marks Pl,Lower East Side,New York,40.727269,-73.984878
Caracas Arepa Bar,latin american (arepas),5,$$,got from take out...no tip! wooot.  kind of pricey otherwise b/c sandwich is small,de pabellon; leek jardinera,"veggie one was really flavorful; liked the crunchy corn bun; beef one good, but not as flavorful; yellow sauce really good",maybe,http://www.caracasarepabar.com,(212) 228-5062,91 E 7th St,Little Germany,New York,40.726944,-73.985473
Barfly,sports bar,5,$$,average,eggs benedict,came w/home fries and fruit and a drink.  solid.  lots of TVs.  good for world cup,maybe,http://barflyny.com/,(212) 473-9660,244 3rd Ave,Gramercy-Flatiron,New York,40.73699,-73.9845
Cinnamon Snail,Vegan/Veg,5,$$,expensive,"pumpkin pie doughnut, maple mustard tempeh, smoked portabello mushroom carpaccio","doughnut was good but not > doughnut plant, maple mustard > mushroom carp which was just super super salty. maple mustard bread looked like cheap shit from fine fare and was small ($8-9)",maybe - really wnated to like it,http://www.cinnamonsnail.com,(201) 675-3755,166 5th Ave, ,New York,40.740564,-73.990371
Barfly,sports bar,5,$$,average,eggs benedict,came w/home fries and fruit and a drink.  solid.  lots of TVs.  good for world cup,maybe,http://www.barflyny.com,(212) 473-9660,244 3rd Ave,Midtown South,New York,40.737112,-73.984502
Il Laboratorio del Gelato,ice cream,5,$,expensive,don't remember what I got,good,maybe,http://www.laboratoriodelgelato.com,(212) 343-9922,95 Orchard St,Downtown,New York,40.718486,-73.990286
Goa Taco,fusion,5,$,fair,chicken chorizo and butternut squash tacos,"paratha is good, chicken chorizo sausage was spicy -- pretty good-- didn't like how the toppings were not evenly distributed--partic issue for butternut squash b/c the kale was super bitter, liked the sweet parts -- had feta in it ",maybe,http://www.goataco.com,(347) 218-2918,79 Delancey St,Downtown,New York,40.719062,-73.990058
Spice Market,asian fusion,5,$$$,ok,"pork vindaloo, lobster summer roll, short rib, ginger fried rice, kefi ","pork vindaloo, fried rice, free chips really good.  lobster roll sucked, didn't like short rib.  dessert was interesting but not a fav","maybe.  wouldn't object, but wouldn't recommend either",http://www.spicemarketnewyork.com,(212) 675-2322,403 13th St,Downtown,New York,40.740375,-74.006016
Spice Market,asian fusion,5,$$$,ok,"pork vindaloo, lobster summer roll, short rib, ginger fried rice, kefi ","pork vindaloo, fried rice, free chips really good.  lobster roll sucked, didn't like short rib.  dessert was interesting but not a fav","maybe.  wouldn't object, but wouldn't recommend either", ,(201) 795-0042,230 5th Ave,Midtown,New York,40.743998,-73.98789
Spice Market,asian fusion,5,$$$,ok,"pork vindaloo, lobster summer roll, short rib, ginger fried rice, kefi ","pork vindaloo, fried rice, free chips really good.  lobster roll sucked, didn't like short rib.  dessert was interesting but not a fav","maybe.  wouldn't object, but wouldn't recommend either",http://www.spicemarketnewyork.com/,(212) 675-2322,29 9th Ave,West Village,New York,40.740438,-74.006011
Benihana,japanese/hibachi,5,$$ (lunch)/$$$$$ (dinner),low,salmon lunch boat deal,"good but misleading- ""soup, salad, roasted edamame, half california roll, salmon pieces, salmon, veggie and shrimp tempura, steamed rice"" = ""gulp of soup, side salad, chinese restaurant tea cup size of edamame, 4 sushi pieces, child's palm size of salmon, over flowing rice bowl, soy sauce""",only if matt thiry were in nyc and wanted to go with the GG crew,http://www.benihana.com/locations/newyorkwest-ny-we,(212) 581-0930,47 W 56th St,Midtown West,New York,40.763223,-73.976703
Benihana,japanese/hibachi,5,$$ (lunch)/$$$$$ (dinner),low,salmon lunch boat deal,"good but misleading- ""soup, salad, roasted edamame, half california roll, salmon pieces, salmon, veggie and shrimp tempura, steamed rice"" = ""gulp of soup, side salad, chinese restaurant tea cup size of edamame, 4 sushi pieces, child's palm size of salmon, over flowing rice bowl, soy sauce""",only if matt thiry were in nyc and wanted to go with the GG crew,http://benihana.com,(646) 758-7080,1329 3rd Ave,Upper East Side,New York,40.77235,-73.958369
Benihana,japanese/hibachi,5,$$ (lunch)/$$$$$ (dinner),low,salmon lunch boat deal,"good but misleading- ""soup, salad, roasted edamame, half california roll, salmon pieces, salmon, veggie and shrimp tempura, steamed rice"" = ""gulp of soup, side salad, chinese restaurant tea cup size of edamame, 4 sushi pieces, child's palm size of salmon, over flowing rice bowl, soy sauce""",only if matt thiry were in nyc and wanted to go with the GG crew,http://www.benihana.com/,(212) 579-5654,433 Amsterdam Ave,Upper West Side,New York,40.784236,-73.977355
Benihana,japanese/hibachi,5,$$ (lunch)/$$$$$ (dinner),low,salmon lunch boat deal,"good but misleading- ""soup, salad, roasted edamame, half california roll, salmon pieces, salmon, veggie and shrimp tempura, steamed rice"" = ""gulp of soup, side salad, chinese restaurant tea cup size of edamame, 4 sushi pieces, child's palm size of salmon, over flowing rice bowl, soy sauce""",only if matt thiry were in nyc and wanted to go with the GG crew,http://benihana.com,(212) 398-9810,1501 Broadway,Midtown South,New York,40.757164,-73.986434
Benihana,japanese/hibachi,5,$$ (lunch)/$$$$$ (dinner),low,salmon lunch boat deal,"good but misleading- ""soup, salad, roasted edamame, half california roll, salmon pieces, salmon, veggie and shrimp tempura, steamed rice"" = ""gulp of soup, side salad, chinese restaurant tea cup size of edamame, 4 sushi pieces, child's palm size of salmon, over flowing rice bowl, soy sauce""",only if matt thiry were in nyc and wanted to go with the GG crew, ,(212) 785-6870,1 Wall St,Downtown,New York,40.706902,-74.012203
My Pie,pizza,5,$,expensive,truffle oil mushroom,"truffle flavor was subtle, good crunchy crust.  wish there had been a stronger truffle flavor",maybe, ,(212) 317-1850,696 Lexington Ave,East Side,New York,40.760882,-73.969262
Zengo,Latin American fusion,5,$$$$,expensive,"salmon and quinoa; tuna tartar tacos, duck confit tacos, pulled pork rice noodles, deconstructed key lime pie","delish but I came here with MLBBOC.  LOVED the tuna tartar tacos, duck confit was a close 2nd--came w/more duck than i expected.  rice noodles were not bad, but nothing special, came with a fair amount of pulled pork.  key lime pie was amazing but too much lime and not enough ice cream or crunchy cookie stuff",maybe,http://www.richardsandoval.com/zengony,(212) 808-8110,622 3rd Ave,Midtown,New York,40.749667,-73.97558
Xi'an Famous Foods,chinese (spicy),5,$,cheap,spicy cumin lamb burger;  Spicy Cumin Lamb Hand-Ripped Noodles,"noodles had v. little lamb; both really spicy, lots of oil in noodles",maybe too spicy for me,http://www.xianfoods.com,(212) 786-2068,24 W 45th St,Theatre District,New York,40.755856,-73.980758
Xi'an Famous Foods,chinese (spicy),5,$,cheap,spicy cumin lamb burger;  Spicy Cumin Lamb Hand-Ripped Noodles,"noodles had v. little lamb; both really spicy, lots of oil in noodles",maybe too spicy for me,http://www.xianfoods.com,(212) 608-4170,67 Bayard St,Lower Manhattan,New York,40.715442,-73.998231
Xi'an Famous Foods,chinese (spicy),5,$,cheap,spicy cumin lamb burger;  Spicy Cumin Lamb Hand-Ripped Noodles,"noodles had v. little lamb; both really spicy, lots of oil in noodles",maybe too spicy for me,http://www.xianfoods.com,(212) 786-2068,2675 Broadway,West Side,New York,40.79842,-73.969241
Xi'an Famous Foods,chinese (spicy),5,$,cheap,spicy cumin lamb burger;  Spicy Cumin Lamb Hand-Ripped Noodles,"noodles had v. little lamb; both really spicy, lots of oil in noodles",maybe too spicy for me,http://www.xianfoods.com,(212) 786-2068,81 Saint Marks Pl,Lower East Side,New York,40.727818,-73.985517
Xi'an Famous Foods,chinese (spicy),5,$,cheap,spicy cumin lamb burger;  Spicy Cumin Lamb Hand-Ripped Noodles,"noodles had v. little lamb; both really spicy, lots of oil in noodles",maybe too spicy for me,http://www.xianfoods.com/locations/midtown-empire-state-building/,(212) 786-2068,14 E 34th St,Midtown West,New York,40.748027,-73.983893
Xi'an Famous Foods,chinese (spicy),5,$,cheap,spicy cumin lamb burger;  Spicy Cumin Lamb Hand-Ripped Noodles,"noodles had v. little lamb; both really spicy, lots of oil in noodles",maybe too spicy for me,http://www.xianfoods.com/,(718) 888-7713,28 Main St, ,New York,40.757212,-73.829374
Xi'an Famous Foods,chinese (spicy),5,$,cheap,spicy cumin lamb burger;  Spicy Cumin Lamb Hand-Ripped Noodles,"noodles had v. little lamb; both really spicy, lots of oil in noodles",maybe too spicy for me,http://www.xianfoods.com,(212) 786-2068,648 Manhattan Ave,North Side,New York,40.724271,-73.950955
Xi'an Famous Foods,chinese (spicy),5,$,cheap,spicy cumin lamb burger;  Spicy Cumin Lamb Hand-Ripped Noodles,"noodles had v. little lamb; both really spicy, lots of oil in noodles",maybe too spicy for me,http://www.xianfoods.com,(212) 786-2068,328 E 78th St,Upper East Side,New York,40.772132,-73.954384
Xi'an Famous Foods,chinese (spicy),5,$,cheap,spicy cumin lamb burger;  Spicy Cumin Lamb Hand-Ripped Noodles,"noodles had v. little lamb; both really spicy, lots of oil in noodles",maybe too spicy for me,http://www.xianfoods.com,(212) 786-2068,88 E Broadway,Chinatown,New York,40.713828,-73.994036
Cafe Mingala,Burmese,5,$$,fair,"tea leaf salad, mandalay noodles, coconut chicken noodle soup, keema (thousand layered panckae w/minced beef and potato curry)","doesn't compare to mandalay.  tea leaf salad was pretty good, but not as good as mandalay and had lots more salad. mandalay noodles came with rice noodles and was sour. soup was good flavor but too much cream and not enough chicken,only half an egg, noodles were bit overcooked.  keema was pretty good--not much meat though",maybe,http://local.yahoo.com/info-11112699-cafe-mingala-new-york,(212) 744-8008,1393 2nd Ave,Roosevelt Island,New York,40.769355,-73.958223
Niu Noodle House,ramen,5,$$,overpriced,"Dumplings, standard noodle bowl ","Dumplings/shaomai overpriced and suckedRamen not bad",good but not worth returning,http://www.niunoodleny.com/,(212) 488-9888,15 Greenwich Ave,Downtown,New York,40.734348,-73.999986
Kefi,Greek,5,$$,pricey,"lamb burger, sheeps milk ricotta ravioli ","lamb burger was amazing; sheeps milk was good, but only interesting",maybe,http://www.kefirestaurant.com,(212) 873-0200,505 Columbus Ave,Upper West Side,New York,40.785428,-73.972769
Stanton Social,American Small Portions,5,$$$,borderline robbery,"Kobe Philly cheesesteak, French onion soup dumplings, lamb meatballs, fish tacos, ","KOBE PHILLY!!, fish tacos were good, everything else eh",maybe,http://www.thestantonsocial.com,(212) 995-0099,99 Stanton St, ,New York,40.721181,-73.988084
Hummus Kitchen,mediterranean,5,$,pretty good ,chicken hummus,thought i didn't like hummus but it was good,maybe,http://www.hummuskitchen.com,(212) 988-0090,1613 2nd Ave,Yorkville,New York,40.776469,-73.953102
Hummus Kitchen,mediterranean,5,$,pretty good ,chicken hummus,thought i didn't like hummus but it was good,maybe,http://www.hummuskitchen.com,(212) 333-3009,768 9th Ave,Midtown,New York,40.764345,-73.988148
Hummus Kitchen,mediterranean,5,$,pretty good ,chicken hummus,thought i didn't like hummus but it was good,maybe,http://www.hummuskitchen.com/,(212) 799-0003,416 Amsterdam Ave,Upper West Side,New York,40.783844,-73.978071
Hummus Kitchen,mediterranean,5,$,pretty good ,chicken hummus,thought i didn't like hummus but it was good,maybe,http://www.hummuskitchen.com,(212) 696-0055,444 3rd Ave,Murray Hill,New York,40.743651,-73.979737
Grimaldi's,Pizza,5,$,overpriced,"extra mozz, mushrooms and sausage","sauce was a little too acidic for me, crust was crunchy and foldable, but bottom was soggy/uneven thickness at times.  cheese was best part, sausage was good, crust was good, couldn't taste mushroom",maybe for takeout,http://www.grimaldis.com/,(718) 819-2133,242 W 61st St,Lincoln Square,New York,40.754646,-73.739508
Grimaldi's,Pizza,5,$,overpriced,"extra mozz, mushrooms and sausage","sauce was a little too acidic for me, crust was crunchy and foldable, but bottom was soggy/uneven thickness at times.  cheese was best part, sausage was good, crust was good, couldn't taste mushroom",maybe for takeout,http://grimaldispizzeria.com,(646) 484-5665,47 W 20th St,Midtown South,New York,40.740986,-73.993693
Brickyard Gastropub,sports bar,5,$$$,not cheap,philly cheesesteak eggrolls,tasted great -- eggroll shell was perfectly fried,maybe,http://www.brickyardnyc.com,(212) 767-0077,785 9th Ave,Hell's Kitchen,New York,40.765005,-73.987975
Spice Grill,indian,5,$,cheap,"aloo gobi, palak paneer, chicken tikka masala, naan","naan was AWESOME.  little thin, but delicious.  chicken was not bad, paneer was pretty good.  didn't like the aloo gobi (all potato chunks and no cauliflower)",maybe, ,(212) 221-3005,48 W 48th St,Theatre District,New York,40.758149,-73.980255
Tortilleria San Roman,tortillas,5,$,cheap,tortillas,pretty good.  the dude handling tortillas/wrapping them also handles the money with his gloved hands and the lady stacking them from the machine doesn't wear gloves...,maybe, ,(267) 507-9161,951 S 9th St,South Philadelphia,Philadelphia,39.938105,-75.158052
Oba,latin american,5,$$$,expensive,"yucatan arepas (braised pork), Coyotas de Res (prime rib egg roll), sauteed octopus (tomato sauce and calamari), Oba cesar, baked alaska","skip the squid.  tuna tartar, arepas and egg rolls were good.  salad was not bad, nothing special",for happy hour,http://www.obarestaurant.com,(503) 228-6161,555 NW 12th Ave,Pearl,Portland,45.52705,-122.683491
Julia's Empanadas,latin american,5,$,fair,"turkey (Turkey, Spring Onions, Cilantro, Jalape棲os, Tumeric, & Spices)","wasn't spicy, nice and crusty, good seasoning filling, turkey was tender, pretty large",maybe,http://www.juliasempanadas.com,(202) 861-8828,1221 Connecticut Ave NW,Farragut Square,Washington,38.906441,-77.041313
Julia's Empanadas,latin american,5,$,fair,"turkey (Turkey, Spring Onions, Cilantro, Jalape棲os, Tumeric, & Spices)","wasn't spicy, nice and crusty, good seasoning filling, turkey was tender, pretty large",maybe,http://www.juliasempanadas.com,(202) 328-6232,2452 18th St NW,Northwest Washington,Washington,38.921947,-77.042543
Julia's Empanadas,latin american,5,$,fair,"turkey (Turkey, Spring Onions, Cilantro, Jalape棲os, Tumeric, & Spices)","wasn't spicy, nice and crusty, good seasoning filling, turkey was tender, pretty large",maybe,http://www.juliasempanadas.com/,(202) 387-4100,6235 Georgia Ave NW,Northwest Washington,Washington,38.965715,-77.027479
Julia's Empanadas,latin american,5,$,fair,"turkey (Turkey, Spring Onions, Cilantro, Jalape棲os, Tumeric, & Spices)","wasn't spicy, nice and crusty, good seasoning filling, turkey was tender, pretty large",maybe,http://www.juliasempanadas.com/,(202) 789-1641,1738 Lanier Pl NW,Northwest Washington,Washington,38.924852,-77.041327
Julia's Empanadas,latin american,5,$,fair,"turkey (Turkey, Spring Onions, Cilantro, Jalape棲os, Tumeric, & Spices)","wasn't spicy, nice and crusty, good seasoning filling, turkey was tender, pretty large",maybe,http://www.juliasempanadas.com/,(202) 328-0008,1375 Kenyon St NW,Northwest Washington,Washington,38.929981,-77.032102
China Chilcano,Peruvian-Asian Fusion,5,$$$,little pricey,"Tam Tam Noodles - Hand-cut wheat noodle, spicy pork, peanut, aj神 panca","stole a bite from the Nat Geo Fellows -- very good flavoring and noodles were perfectly cooked, but basically zhajiangmian",maybe,http://www.chinachilcano.com,(202) 783-0941,418 7th St NW,Northwest Washington,Washington,38.895164,-77.021933
Darbar Grill,Indian,5,$$,fair,"lunch buffet -- saag paneer, chicken tikka masala, goat curry, lamb biriyani, some chicken w/mushrooms, eggplant, veggie dish, some chickpea","pretty good, but nothing special",maybe,http://www.darbargrillny.com,(212) 751-4600,157 E 55th St,Midtown,New York,40.759305,-73.968907
Kati Roll Company,indian/fast food,5,$$,decent,Unda Chicken Tikka (egg w/chicken tikka) on roti; Achari Paneer (cheese) on paratha,liked the chicken better; cheese was bit bland; liked the roti better too -- paneer one might have tasted bland b/c paratha is thicker,maybe,http://www.thekatirollcompany.com,(212) 730-4280,49 W 39th St,Garment District,New York,40.752546,-73.984319
Kati Roll Company,indian/fast food,5,$$,decent,Unda Chicken Tikka (egg w/chicken tikka) on roti; Achari Paneer (cheese) on paratha,liked the chicken better; cheese was bit bland; liked the roti better too -- paneer one might have tasted bland b/c paratha is thicker,maybe,http://www.thekatirollcompany.com,(212) 420-6497,99 MacDougal St,Downtown,New York,40.729587,-74.00091
Kati Roll Company,indian/fast food,5,$$,decent,Unda Chicken Tikka (egg w/chicken tikka) on roti; Achari Paneer (cheese) on paratha,liked the chicken better; cheese was bit bland; liked the roti better too -- paneer one might have tasted bland b/c paratha is thicker,maybe,http://www.thekatirollcompany.com,(212) 888-1700,229 E 53rd St,East Side,New York,40.757315,-73.968156
Kati Roll Company,indian/fast food,5,$$,decent,Unda Chicken Tikka (egg w/chicken tikka) on roti; Achari Paneer (cheese) on paratha,liked the chicken better; cheese was bit bland; liked the roti better too -- paneer one might have tasted bland b/c paratha is thicker,maybe,http://thekatirollcompany.com,(212) 730-7269,222 W 37th St,Theatre District,New York,40.753192,-73.990357
Yankee Lobster,seafood,5.5,$$$,-,lobster roll (comes with fries),"not bad, but not great","if i go to SSAC again, but wouldn't go out of the way",http://www.yankeelobstercompany.com,(617) 345-9799,300 Northern Ave,South Boston,Boston,42.348037,-71.036202
chickpea & olive,vegetarian,5.5,$,below avg,"beet burger (roast mushrooms, caramelized onions, horseradish aioli, tomato)",good but small.  didn't think there were enough toppings,possibly,http://www.chickpeaandolive.com/,(347) 994-9442,80 N 5th St,Williamsburg,Brooklyn,40.717939,-73.961146
Publican Quality Meats,New American,5.5,$$$,-,"smoked artic char, seafood stew",stew was salty; artic char was delicious,possibly,http://www.publicanqualitymeats.com/,(312) 445-8977,825 W Fulton, ,Chicago,41.88658,-87.648535
Pocha 32,korean,5.5,$$,average,some egg omelet thing and i think ddukbokki,i liked the ddukbokki more than the omelet (which never tastes bad),possibly,http://pocha32nyc.com,(212) 279-1876,15 W 32nd St,Midtown West,New York,40.747738,-73.98667
Burritt Room & Tavern,American (New),5.5,$$,average,cocktail of whiskey with egg whites and raspberry,delicious,possibly,http://www.burritttavern.com,(415) 400-0561,417 Stockton St,Union Square,San Francisco,37.789809,-122.407185
Insomnia Cookies,desserts,6,$,pretty cheap,"Deluxe PB Cup Cookie, Deluxe Smores Cookie","smores was a bit too sweet for me, PB was more on the PB side",good but I wouldn't pay for it, ,(212) 725-0600,164 E 33rd St,Murray Hill,New York,40.745204,-73.979308
Mercadito,mexican,6,$$$,terrible,"chicken, steak, pork, mahi mahi tacos; beef brisket/mushroom cheese quesadilla, mango/pinapple guac","chicken taco was fav, steak was good, pork was meh, fish had too much breading; KP's vegan taco was fav; quesadilla maker thing was good but super cheesy; liked the pineapple and mango guacs",good but I wouldn't pay for it,http://www.mercaditorestaurants.com,(312) 329-9555,108 W Kinzie St,Near North Side,Chicago,41.889302,-87.63156
Cafe China,chinese,6,$$,i would never eat chinese in midtown,"Dandan mian, green beans, dont remember","all good, but all over priced",good but I wouldn't pay for it,http://www.cafechinanyc.com,(212) 213-2810,13 E 37th St,Midtown,New York,40.75009,-73.982274
Grom,gelato,6,$,ridiculously expensive,hazelnut and pistachio,"good -- could taste the flavors well.  tiny portion, big price tag",good but I wouldn't pay for it,http://www.grom.it,(212) 206-1738,233 Bleecker St,Downtown,New York,40.730486,-74.002477
Sushi Yasuda,sushi,6,$$$$,"pricey...i was hungry after","sashimi (stiped bass, tuna, spanish mackarel), eel sushi, artic char, and scallop pieces (piece on top) and artic char roll","eel only good one.  everything else was ok.  i can't appreciate good sushi.  i just know it was good b/c i didn't get sick",good but I wouldn't pay for it,http://www.sushiyasuda.com,(212) 972-1001,204 E 43rd St,Midtown,New York,40.751201,-73.973626
Dos Caminos,Mexican,6,$$$,Eh,"Guac with mango, shrimp and steak tacos",Tacos with guac and rice and beans made solid burrito,good but I wouldn't pay for it,http://www.doscaminos.com,(212) 277-4300,475 W Broadway,Nolita,New York,40.726646,-73.999914
Dos Caminos,Mexican,6,$$$,Eh,"Guac with mango, shrimp and steak tacos",Tacos with guac and rice and beans made solid burrito,good but I wouldn't pay for it,http://www.doscaminos.com/,(212) 336-5400,825 3rd Ave,Midtown South,New York,40.755927,-73.970366
Dos Caminos,Mexican,6,$$$,Eh,"Guac with mango, shrimp and steak tacos",Tacos with guac and rice and beans made solid burrito,good but I wouldn't pay for it,http://www.doscaminos.com,(212) 294-1000,373 Park Ave S,Flatiron District,New York,40.742306,-73.984713
Dos Caminos,Mexican,6,$$$,Eh,"Guac with mango, shrimp and steak tacos",Tacos with guac and rice and beans made solid burrito,good but I wouldn't pay for it,http://www.doscaminos.com,(212) 699-2400,675 Hudson St,Downtown,New York,40.740469,-74.005391
Spina,Italian,6,$$,average,egg ravioli; mussel app,egg ravioli was good but very rich and only 3; mussels were white wine tomato basil sauce and pretty good,if i'm in the area, ,(212) 674-8885,115 Prince St, ,New York,40.725312,-73.999541
